_id,operator_registration_number,postal_code,ward_number,ward_name
1812811,STR-2209-FFJDVB,M2J,17.0,Don Valley North
1812812,STR-2209-GDCDVF,M4M,14.0,Toronto-Danforth
1812813,STR-2209-GLJDVG,M5V,10.0,Spadina-Fort York
1812814,STR-2209-GTQDVH,M6J,9.0,Davenport
1812815,STR-2209-HBWDVJ,M1L,20.0,Scarborough Southwest
1812816,STR-2209-HKCDVK,M8V,3.0,Etobicoke-Lakeshore
1812817,STR-2209-FFYRVB,M8Y,3.0,Etobicoke-Lakeshore
1812818,STR-2209-FWLRVD,M5A,13.0,Toronto Centre
1812819,STR-2209-GDSRVF,M5V,10.0,Spadina-Fort York
1812820,STR-2209-HCLRVJ,M4T,12.0,Toronto-St. Paul's
1812821,STR-2209-HKSRVK,M5A,13.0,Toronto Centre
1812822,STR-2209-HSYRVL,M6N,5.0,York South-Weston
1812823,STR-2209-JBFRVM,M4L,14.0,Toronto-Danforth
1812824,STR-2209-FGQDVB,M5A,13.0,Toronto Centre
1812825,STR-2209-FXCDVD,M6P,4.0,Parkdale-High Park
1812826,STR-2209-GMQDVG,M1L,20.0,Scarborough Southwest
1812827,STR-2209-GVWDVH,M4M,14.0,Toronto-Danforth
1812828,STR-2209-HDCDVJ,M3H,,
1812829,STR-2209-HLJDVK,M6G,11.0,University-Rosedale
1812830,STR-2209-HTQDVL,M5B,13.0,Toronto Centre
1812831,STR-2209-JBWDVM,M5A,13.0,Toronto Centre
1812832,STR-2209-FHFRVB,M2H,17.0,Don Valley North
1812833,STR-2209-FQLRVC,M4V,12.0,Toronto-St. Paul's
1812834,STR-2209-FXSRVD,M2N,18.0,Willowdale
1812835,STR-2209-GFYRVF,M2N,18.0,Willowdale
1812836,STR-2209-GPFRVG,M5J,10.0,Spadina-Fort York
1812837,STR-2209-HDSRVJ,M4Y,13.0,Toronto Centre
1812838,STR-2209-HLYRVK,M1V,23.0,Scarborough North
1812839,STR-2209-HVFRVL,M6K,10.0,Spadina-Fort York
1812840,STR-2209-JCLRVM,M3H,6.0,York Centre
1812841,STR-2209-FHWDVB,M5M,8.0,Eglinton-Lawrence
1812842,STR-2209-FRCDVC,M6K,4.0,Parkdale-High Park
1812843,STR-2209-GGQDVF,M1T,22.0,Scarborough-Agincourt
1812844,STR-2209-GPWDVG,M5V,10.0,Spadina-Fort York
1812845,STR-2209-GXCDVH,M5C,13.0,Toronto Centre
1812846,STR-2209-HMQDVK,M2J,17.0,Don Valley North
1812847,STR-2209-HVWDVL,M8Y,3.0,Etobicoke-Lakeshore
1812848,STR-2209-JDCDVM,M5V,10.0,Spadina-Fort York
1812849,STR-2209-FJLRVB,M2N,18.0,Willowdale
1812850,STR-2209-FRSRVC,M8V,3.0,Etobicoke-Lakeshore
1812851,STR-2209-FYYRVD,M5V,10.0,Spadina-Fort York
1812852,STR-2209-GHFRVF,M6M,5.0,York South-Weston
1812853,STR-2209-GXSRVH,M5S,13.0,Toronto Centre
1812854,STR-2209-HFYRVJ,M9R,2.0,Etobicoke Centre
1812855,STR-2209-HPFRVK,M5V,10.0,Spadina-Fort York
1812856,STR-2209-HWLRVL,M1N,20.0,Scarborough Southwest
1812857,STR-2209-JDSRVM,M5A,10.0,Spadina-Fort York
1812858,STR-2209-FKCDVB,M9W,1.0,Etobicoke North
1812859,STR-2209-FSJDVC,M6P,4.0,Parkdale-High Park
1812860,STR-2209-GHWDVF,M5T,11.0,University-Rosedale
1812861,STR-2209-GRCDVG,M4K,14.0,Toronto-Danforth
1812862,STR-2209-GYJDVH,M3C,16.0,Don Valley East
1812863,STR-2209-HGQDVJ,M5V,10.0,Spadina-Fort York
1812864,STR-2209-HPWDVK,M6G,11.0,University-Rosedale
1812865,STR-2209-HXCDVL,M4J,14.0,Toronto-Danforth
1812866,STR-2209-JFJDVM,M4C,19.0,Beaches-East York
1812867,STR-2209-FSYRVC,M6N,5.0,York South-Weston
1812868,STR-2209-GBFRVD,M5J,10.0,Spadina-Fort York
1812869,STR-2209-GRSRVG,M3N,7.0,Humber River-Black Creek
1812870,STR-2209-GYYRVH,M5V,10.0,Spadina-Fort York
1812871,STR-2209-HQLRVK,M8V,3.0,Etobicoke-Lakeshore
1812872,STR-2209-HXSRVL,M9W,1.0,Etobicoke North
1812873,STR-2209-JFYRVM,M4E,19.0,Beaches-East York
1812874,STR-2209-FLJDVB,M2J,17.0,Don Valley North
1812875,STR-2209-GBWDVD,M4Y,13.0,Toronto Centre
1812876,STR-2209-GKCDVF,M6K,9.0,Davenport
1812877,STR-2209-GSJDVG,M1T,22.0,Scarborough-Agincourt
1812878,STR-2209-GZQDVH,M5V,10.0,Spadina-Fort York
1812879,STR-2209-HHWDVJ,M1M,20.0,Scarborough Southwest
1812880,STR-2209-HRCDVK,M4P,12.0,Toronto-St. Paul's
1812881,STR-2209-HYJDVL,M5V,10.0,Spadina-Fort York
1812882,STR-2209-JGQDVM,M4L,14.0,Toronto-Danforth
1812883,STR-2209-FDTXVB,M5T,10.0,Spadina-Fort York
1812884,STR-2209-FLZXVC,M5V,10.0,Spadina-Fort York
1812885,STR-2209-FVGXVD,M5S,11.0,University-Rosedale
1812886,STR-2210-GCMXVF,M2N,18.0,Willowdale
1812887,STR-2210-GKTXVG,M5V,10.0,Spadina-Fort York
1812888,STR-2210-GSZXVH,M2J,17.0,Don Valley North
1812889,STR-2210-HBGXVJ,M2R,18.0,Willowdale
1812890,STR-2210-HJMXVK,M5V,10.0,Spadina-Fort York
1812891,STR-2210-HRTXVL,M2N,18.0,Willowdale
1812892,STR-2210-HYZXVM,M2L,15.0,Don Valley West
1812893,STR-2210-FFKKVB,M3C,16.0,Don Valley East
1812894,STR-2210-FMRKVC,M8V,3.0,Etobicoke-Lakeshore
1812895,STR-2210-GDDKVF,M4C,19.0,Beaches-East York
1812896,STR-2210-GLKKVG,M4C,19.0,Beaches-East York
1812897,STR-2210-HKDKVK,M6K,10.0,Spadina-Fort York
1812898,STR-2210-HZRKVM,M1T,22.0,Scarborough-Agincourt
1812899,STR-2210-FFZXVB,M5R,11.0,University-Rosedale
1812900,STR-2210-FPGXVC,M5V,10.0,Spadina-Fort York
1812901,STR-2210-FWMXVD,M5P,12.0,Toronto-St. Paul's
1812902,STR-2210-GDTXVF,M9V,1.0,Etobicoke North
1812903,STR-2210-HCMXVJ,M3A,16.0,Don Valley East
1812904,STR-2210-HKTXVK,M2R,18.0,Willowdale
1812905,STR-2210-HSZXVL,M4C,19.0,Beaches-East York
1812906,STR-2210-JBGXVM,M1C,25.0,Scarborough-Rouge Park
1812907,STR-2210-FGRKVB,M6J,10.0,Spadina-Fort York
1812908,STR-2210-FXDKVD,M6K,10.0,Spadina-Fort York
1812909,STR-2210-GFKKVF,M2H,17.0,Don Valley North
1812910,STR-2210-GMRKVG,M5V,10.0,Spadina-Fort York
1812911,STR-2210-GVXKVH,M4L,19.0,Beaches-East York
1812912,STR-2210-HLKKVK,M5V,10.0,Spadina-Fort York
1812913,STR-2210-HTRKVL,M6G,11.0,University-Rosedale
1812914,STR-2210-JBXKVM,M6B,8.0,Eglinton-Lawrence
1812915,STR-2210-FHGXVB,M5J,10.0,Spadina-Fort York
1812916,STR-2210-FQMXVC,M5V,10.0,Spadina-Fort York
1812917,STR-2210-FXTXVD,M1M,20.0,Scarborough Southwest
1812918,STR-2210-GFZXVF,M2M,18.0,Willowdale
1812919,STR-2210-GWMXVH,M5S,11.0,University-Rosedale
1812920,STR-2210-HDTXVJ,M5T,11.0,University-Rosedale
1812921,STR-2210-HLZXVK,M4X,13.0,Toronto Centre
1812922,STR-2210-HVGXVL,M1B,25.0,Scarborough-Rouge Park
1812923,STR-2210-JCMXVM,M4M,14.0,Toronto-Danforth
1812924,STR-2210-FRDKVC,M5V,10.0,Spadina-Fort York
1812925,STR-2210-FYKKVD,M5E,13.0,Toronto Centre
1812926,STR-2210-GGRKVF,M2R,6.0,York Centre
1812927,STR-2210-GPXKVG,M5J,10.0,Spadina-Fort York
1812928,STR-2210-GXDKVH,M9B,2.0,Etobicoke Centre
1812929,STR-2210-HFKKVJ,M3K,6.0,York Centre
1812930,STR-2210-HMRKVK,M2N,18.0,Willowdale
1812931,STR-2210-HVXKVL,M9N,5.0,York South-Weston
1812932,STR-2210-FYZXVD,M8Y,3.0,Etobicoke-Lakeshore
1812933,STR-2210-GHGXVF,M1T,22.0,Scarborough-Agincourt
1812934,STR-2210-GQMXVG,M4K,14.0,Toronto-Danforth
1812935,STR-2210-GXTXVH,M6K,4.0,Parkdale-High Park
1812936,STR-2210-HFZXVJ,M5V,10.0,Spadina-Fort York
1812937,STR-2210-HPGXVK,M2N,18.0,Willowdale
1812938,STR-2210-FXWDVD,M2M,18.0,Willowdale
1812939,STR-2210-HWMXVL,M5J,10.0,Spadina-Fort York
1812940,STR-2210-JDTXVM,M4P,12.0,Toronto-St. Paul's
1812941,STR-2210-FKDKVB,M4S,12.0,Toronto-St. Paul's
1812942,STR-2210-FSKKVC,M4M,14.0,Toronto-Danforth
1812943,STR-2210-HGRKVJ,M4E,19.0,Beaches-East York
1812944,STR-2210-HPXKVK,M6J,11.0,University-Rosedale
1812945,STR-2210-HXDKVL,M6J,10.0,Spadina-Fort York
1812946,STR-2210-JFKKVM,M5J,10.0,Spadina-Fort York
1812947,STR-2210-FKTXVB,M4G,15.0,Don Valley West
1812948,STR-2210-FSZXVC,M9R,2.0,Etobicoke Centre
1812949,STR-2210-GBGXVD,M6K,10.0,Spadina-Fort York
1812950,STR-2210-GJMXVF,M4M,14.0,Toronto-Danforth
1812951,STR-2210-GRTXVG,M6K,4.0,Parkdale-High Park
1812952,STR-2210-GYZXVH,M6J,10.0,Spadina-Fort York
1812953,STR-2210-HHGXVJ,M6H,9.0,Davenport
1812954,STR-2210-HQMXVK,M6M,5.0,York South-Weston
1812955,STR-2210-FLKKVB,M4P,12.0,Toronto-St. Paul's
1812956,STR-2210-FTRKVC,M3C,16.0,Don Valley East
1812957,STR-2210-GBXKVD,M1L,20.0,Scarborough Southwest
1812958,STR-2210-GKDKVF,M4Y,13.0,Toronto Centre
1812959,STR-2210-GSKKVG,M5E,13.0,Toronto Centre
1812960,STR-2210-FDWDVB,M5V,10.0,Spadina-Fort York
1812961,STR-2210-FMCDVC,M9V,1.0,Etobicoke North
1812962,STR-2210-FVJDVD,M5V,10.0,Spadina-Fort York
1812963,STR-2210-GCQDVF,M2J,17.0,Don Valley North
1812964,STR-2210-GKWDVG,M9W,1.0,Etobicoke North
1812965,STR-2210-GTCDVH,M5V,10.0,Spadina-Fort York
1812966,STR-2210-HBJDVJ,M4C,19.0,Beaches-East York
1812967,STR-2210-HRWDVL,M5V,10.0,Spadina-Fort York
1812968,STR-2210-FFLRVB,M5J,10.0,Spadina-Fort York
1812969,STR-2210-FVYRVD,M1H,24.0,Scarborough-Guildwood
1812970,STR-2210-GDFRVF,M4M,14.0,Toronto-Danforth
1812971,STR-2210-GLLRVG,M2N,18.0,Willowdale
1812972,STR-2210-HBYRVJ,M8Y,3.0,Etobicoke-Lakeshore
1812973,STR-2210-HKFRVK,M2P,15.0,Don Valley West
1812974,STR-2210-HSLRVL,M6H,9.0,Davenport
1812975,STR-2210-HZSRVM,M9M,7.0,Humber River-Black Creek
1812976,STR-2210-FGCDVB,M5N,8.0,Eglinton-Lawrence
1812977,STR-2210-FPJDVC,M6E,12.0,Toronto-St. Paul's
1812978,STR-2210-FWQDVD,M6H,9.0,Davenport
1812979,STR-2210-GDWDVF,M5V,10.0,Spadina-Fort York
1812980,STR-2210-GVJDVH,M3N,7.0,Humber River-Black Creek
1812981,STR-2210-HCQDVJ,M4L,19.0,Beaches-East York
1812982,STR-2210-HKWDVK,M1R,21.0,Scarborough Centre
1812983,STR-2210-HTCDVL,M5V,10.0,Spadina-Fort York
1812984,STR-2210-JBJDVM,M2J,17.0,Don Valley North
1812985,STR-2210-FGSRVB,M8V,3.0,Etobicoke-Lakeshore
1812986,STR-2210-FPYRVC,M6R,4.0,Parkdale-High Park
1812987,STR-2210-FXFRVD,M5V,10.0,Spadina-Fort York
1812988,STR-2210-GMSRVG,M6J,10.0,Spadina-Fort York
1812989,STR-2210-GVYRVH,M5T,11.0,University-Rosedale
1812990,STR-2210-HDFRVJ,M5V,10.0,Spadina-Fort York
1812991,STR-2210-HLLRVK,M6E,9.0,Davenport
1812992,STR-2210-HTSRVL,M6K,10.0,Spadina-Fort York
1812993,STR-2210-JBYRVM,M4X,13.0,Toronto Centre
1812994,STR-2210-FQQDVC,M1S,23.0,Scarborough North
1812995,STR-2210-GGCDVF,M9W,1.0,Etobicoke North
1812996,STR-2210-GPJDVG,M1B,23.0,Scarborough North
1812997,STR-2210-GWQDVH,M5V,10.0,Spadina-Fort York
1812998,STR-2210-HDWDVJ,M6B,8.0,Eglinton-Lawrence
1812999,STR-2210-HMCDVK,M5B,13.0,Toronto Centre
1813000,STR-2210-JCQDVM,M5B,13.0,Toronto Centre
1813001,STR-2210-FHYRVB,M3H,6.0,York Centre
1813002,STR-2210-GGSRVF,M3M,6.0,York Centre
1813003,STR-2210-GPYRVG,M8Z,3.0,Etobicoke-Lakeshore
1813004,STR-2210-GXFRVH,M5J,10.0,Spadina-Fort York
1813005,STR-2210-HFLRVJ,M2N,18.0,Willowdale
1813006,STR-2210-HMSRVK,M6M,5.0,York South-Weston
1813007,STR-2210-HVYRVL,M4C,19.0,Beaches-East York
1813008,STR-2103-HZTDVM,M5R,11.0,University-Rosedale
1813009,STR-2103-FWQRVD,M4L,19.0,Beaches-East York
1813010,STR-2103-GMCRVG,M6L,5.0,York South-Weston
1813011,STR-2103-HCQRVJ,M6E,9.0,Davenport
1813012,STR-2103-JBJRVM,M5J,10.0,Spadina-Fort York
1813013,STR-2103-FGTDVB,M5V,10.0,Spadina-Fort York
1813014,STR-2103-FPZDVC,M5J,10.0,Spadina-Fort York
1813015,STR-2103-FXGDVD,M5J,10.0,Spadina-Fort York
1813016,STR-2103-JBZDVM,M5V,10.0,Spadina-Fort York
1813017,STR-2103-GGCRVF,M6G,9.0,Davenport
1813018,STR-2103-GPJRVG,M3M,6.0,York Centre
1813019,STR-2103-HVJRVL,M5J,10.0,Spadina-Fort York
1813020,STR-2103-FYMDVD,M5J,10.0,Spadina-Fort York
1813021,STR-2103-GGTDVF,M5V,10.0,Spadina-Fort York
1813022,STR-2103-GXGDVH,M4N,15.0,Don Valley West
1813023,STR-2103-HFMDVJ,M5V,10.0,Spadina-Fort York
1813024,STR-2103-HMTDVK,M6K,10.0,Spadina-Fort York
1813025,STR-2103-FRWRVC,M5R,12.0,Toronto-St. Paul's
1813026,STR-2103-HWQRVL,M6H,9.0,Davenport
1813027,STR-2103-FSMDVC,M4C,19.0,Beaches-East York
1813028,STR-2103-FZTDVD,M6K,9.0,Davenport
1813029,STR-2103-HGTDVJ,M6E,9.0,Davenport
1813030,STR-2103-HPZDVK,M5V,10.0,Spadina-Fort York
1813031,STR-2103-JFMDVM,M6H,9.0,Davenport
1813032,STR-2103-GBJRVD,M4S,12.0,Toronto-St. Paul's
1813033,STR-2103-GJQRVF,M5V,10.0,Spadina-Fort York
1813034,STR-2103-JGCRVM,M5J,10.0,Spadina-Fort York
1813035,STR-2103-GBZDVD,M5J,10.0,Spadina-Fort York
1813036,STR-2103-GKGDVF,M5J,10.0,Spadina-Fort York
1813037,STR-2103-HRGDVK,M5V,10.0,Spadina-Fort York
1813038,STR-2103-FMDXVC,M6R,9.0,Davenport
1813039,STR-2103-FVKXVD,M4L,14.0,Toronto-Danforth
1813040,STR-2103-HRXXVL,M5J,10.0,Spadina-Fort York
1813041,STR-2103-FMVKVC,M9B,2.0,Etobicoke Centre
1813042,STR-2103-FWBKVD,M5V,10.0,Spadina-Fort York
1813043,STR-2103-HSPKVL,M5V,10.0,Spadina-Fort York
1813044,STR-2103-FWRXVD,M3A,16.0,Don Valley East
1813045,STR-2103-GDXXVF,M9M,7.0,Humber River-Black Creek
1813046,STR-2103-GVKXVH,M4J,14.0,Toronto-Danforth
1813047,STR-2103-JBKXVM,M4A,16.0,Don Valley East
1813048,STR-2103-FQBKVC,M8Y,3.0,Etobicoke-Lakeshore
1813049,STR-2103-FXHKVD,M4E,19.0,Beaches-East York
1813050,STR-2103-GFPKVF,M3H,6.0,York Centre
1813051,STR-2103-GMVKVG,M5J,10.0,Spadina-Fort York
1813052,STR-2103-HDHKVJ,M5B,13.0,Toronto Centre
1813053,STR-2103-HTVKVL,M6H,9.0,Davenport
1813054,STR-2103-FHKXVB,M5J,10.0,Spadina-Fort York
1813055,STR-2104-FQRXVC,M2J,17.0,Don Valley North
1813056,STR-2104-GWRXVH,M6J,10.0,Spadina-Fort York
1813057,STR-2104-HDXXVJ,M4X,13.0,Toronto Centre
1813058,STR-2104-HMDXVK,M6M,5.0,York South-Weston
1813059,STR-2104-FJBKVB,M1C,25.0,Scarborough-Rouge Park
1813060,STR-2104-FRHKVC,M3A,16.0,Don Valley East
1813061,STR-2104-HFPKVJ,M5B,13.0,Toronto Centre
1813062,STR-2104-HWBKVL,M5V,10.0,Spadina-Fort York
1813063,STR-2104-FZDXVD,M5V,10.0,Spadina-Fort York
1813064,STR-2104-GHKXVF,M4L,14.0,Toronto-Danforth
1813065,STR-2104-GQRXVG,M4B,19.0,Beaches-East York
1813066,STR-2104-HWRXVL,M5V,10.0,Spadina-Fort York
1813067,STR-2104-FKHKVB,M3C,16.0,Don Valley East
1813068,STR-2104-GJBKVF,M5M,8.0,Eglinton-Lawrence
1813069,STR-2104-GRHKVG,M5B,13.0,Toronto Centre
1813070,STR-2104-HGVKVJ,M5J,10.0,Spadina-Fort York
1813071,STR-2104-HXHKVL,M5V,10.0,Spadina-Fort York
1813072,STR-2104-JFPKVM,M1W,22.0,Scarborough-Agincourt
1813073,STR-2104-GBKXVD,M6K,9.0,Davenport
1813074,STR-2104-GRXXVG,M4L,14.0,Toronto-Danforth
1813075,STR-2104-HHKXVJ,M4M,14.0,Toronto-Danforth
1813076,STR-2104-FLPKVB,M4Y,13.0,Toronto Centre
1813077,STR-2104-FTVKVC,M5R,11.0,University-Rosedale
1813078,STR-2104-GZVKVH,M5B,13.0,Toronto Centre
1813079,STR-2104-HYPKVL,M5V,10.0,Spadina-Fort York
1813080,STR-2104-GKZDVG,M5V,10.0,Spadina-Fort York
1813081,STR-2104-HJTDVK,M6C,9.0,Davenport
1813082,STR-2104-FFQRVB,M6J,10.0,Spadina-Fort York
1813083,STR-2104-FMWRVC,M6K,4.0,Parkdale-High Park
1813084,STR-2104-FWCRVD,M6J,10.0,Spadina-Fort York
1813085,STR-2104-GDJRVF,M5V,10.0,Spadina-Fort York
1813086,STR-2104-HCCRVJ,M5J,10.0,Spadina-Fort York
1813087,STR-2104-FGGDVB,M5V,10.0,Spadina-Fort York
1813088,STR-2104-GDZDVF,M5S,11.0,University-Rosedale
1813089,STR-2104-GVMDVH,M8Y,3.0,Etobicoke-Lakeshore
1813090,STR-2104-FGWRVB,M5T,11.0,University-Rosedale
1813091,STR-2104-FQCRVC,M8V,3.0,Etobicoke-Lakeshore
1813092,STR-2104-FXJRVD,M5J,10.0,Spadina-Fort York
1813093,STR-2104-GMWRVG,M5V,10.0,Spadina-Fort York
1813094,STR-2104-GWCRVH,M5V,10.0,Spadina-Fort York
1813095,STR-2104-JCCRVM,M6C,12.0,Toronto-St. Paul's
1813096,STR-2104-FHMDVB,M6K,4.0,Parkdale-High Park
1813097,STR-2105-JCTDVM,M5J,10.0,Spadina-Fort York
1813098,STR-2105-FJCRVB,M6J,11.0,University-Rosedale
1813099,STR-2105-GQCRVG,M5J,10.0,Spadina-Fort York
1813100,STR-2105-GXJRVH,M4G,15.0,Don Valley West
1813101,STR-2105-JDJRVM,M8V,3.0,Etobicoke-Lakeshore
1813102,STR-2105-FJTDVB,M4L,14.0,Toronto-Danforth
1813103,STR-2105-JDZDVM,M3L,6.0,York Centre
1813104,STR-2105-FZWRVD,M6J,10.0,Spadina-Fort York
1813105,STR-2105-GJCRVF,M4N,15.0,Don Valley West
1813106,STR-2105-GRJRVG,M5E,10.0,Spadina-Fort York
1813107,STR-2105-GYQRVH,M6H,9.0,Davenport
1813108,STR-2105-HGWRVJ,M1T,22.0,Scarborough-Agincourt
1813109,STR-2105-HQCRVK,M9P,2.0,Etobicoke Centre
1813110,STR-2105-HXJRVL,M5J,10.0,Spadina-Fort York
1813111,STR-2105-JFQRVM,M8V,3.0,Etobicoke-Lakeshore
1813112,STR-2105-GJTDVF,M6A,8.0,Eglinton-Lawrence
1813113,STR-2105-GZGDVH,M6P,9.0,Davenport
1813114,STR-2105-FLQRVB,M9C,2.0,Etobicoke Centre
1813115,STR-2105-GKJRVF,M6J,11.0,University-Rosedale
1813116,STR-2105-GSQRVG,M6J,10.0,Spadina-Fort York
1813117,STR-2105-GZWRVH,M5J,10.0,Spadina-Fort York
1813118,STR-2105-HRJRVK,M5V,10.0,Spadina-Fort York
1813119,STR-2105-HYQRVL,M2M,18.0,Willowdale
1813120,STR-2105-FFBKVB,M4Y,13.0,Toronto Centre
1813121,STR-2105-FMHKVC,M5B,13.0,Toronto Centre
1813122,STR-2105-GLBKVG,M5J,10.0,Spadina-Fort York
1813123,STR-2105-GTHKVH,M6J,10.0,Spadina-Fort York
1813124,STR-2105-HBPKVJ,M6E,8.0,Eglinton-Lawrence
1813125,STR-2105-FFRXVB,M5A,13.0,Toronto Centre
1813126,STR-2105-FWDXVD,M6S,4.0,Parkdale-High Park
1813127,STR-2105-GDKXVF,M4Y,13.0,Toronto Centre
1813128,STR-2105-HCDXVJ,M6P,9.0,Davenport
1813129,STR-2105-HZXXVM,M5V,10.0,Spadina-Fort York
1813130,STR-2105-FPPKVC,M5J,10.0,Spadina-Fort York
1813131,STR-2105-JBPKVM,M6J,11.0,University-Rosedale
1813132,STR-2105-FXKXVD,M5V,10.0,Spadina-Fort York
1813133,STR-2105-GMXXVG,M5V,10.0,Spadina-Fort York
1813134,STR-2105-HLRXVK,M4B,19.0,Beaches-East York
1813135,STR-2105-HTXXVL,M5V,10.0,Spadina-Fort York
1813136,STR-2105-FQVKVC,M5R,11.0,University-Rosedale
1813137,STR-2105-FYBKVD,M2J,17.0,Don Valley North
1813138,STR-2105-GPPKVG,M4J,14.0,Toronto-Danforth
1813139,STR-2105-HFBKVJ,M6N,5.0,York South-Weston
1813140,STR-2105-HMHKVK,M4J,14.0,Toronto-Danforth
1813141,STR-2105-HVPKVL,M6J,10.0,Spadina-Fort York
1813142,STR-2105-FRKXVC,M4L,14.0,Toronto-Danforth
1813143,STR-2105-FYRXVD,M4Y,13.0,Toronto Centre
1813144,STR-2105-GXKXVH,M6P,9.0,Davenport
1813145,STR-2105-HMXXVK,M6N,5.0,York South-Weston
1813146,STR-2105-JDKXVM,M6P,4.0,Parkdale-High Park
1813147,STR-2105-FJVKVB,M5V,10.0,Spadina-Fort York
1813148,STR-2105-GQVKVG,M5V,10.0,Spadina-Fort York
1813149,STR-2105-HPPKVK,M5J,10.0,Spadina-Fort York
1813150,STR-2105-HWVKVL,M4X,13.0,Toronto Centre
1813151,STR-2105-JFBKVM,M5J,10.0,Spadina-Fort York
1813152,STR-2105-FSRXVC,M5V,10.0,Spadina-Fort York
1813153,STR-2105-FZXXVD,M4C,19.0,Beaches-East York
1813154,STR-2105-GRKXVG,M5J,10.0,Spadina-Fort York
1813155,STR-2105-GYRXVH,M6H,9.0,Davenport
1813156,STR-2105-HQDXVK,M6G,12.0,Toronto-St. Paul's
1813157,STR-2106-FLBKVB,M5J,10.0,Spadina-Fort York
1813158,STR-2106-GJVKVF,M4L,14.0,Toronto-Danforth
1813159,STR-2106-GZHKVH,M6K,10.0,Spadina-Fort York
1813160,STR-2106-HHPKVJ,M5R,12.0,Toronto-St. Paul's
1813161,STR-2106-FTXXVC,M5V,10.0,Spadina-Fort York
1813162,STR-2106-GCDXVD,M4L,14.0,Toronto-Danforth
1813163,STR-2106-GSRXVG,M2K,17.0,Don Valley North
1813164,STR-2106-GZXXVH,M5A,13.0,Toronto Centre
1813165,STR-2106-HYRXVL,M6J,10.0,Spadina-Fort York
1813166,STR-2106-FFCRVB,M3J,7.0,Humber River-Black Creek
1813167,STR-2106-GCWRVF,M1C,25.0,Scarborough-Rouge Park
1813168,STR-2106-HBQRVJ,M6R,4.0,Parkdale-High Park
1813169,STR-2106-HSCRVL,M6J,9.0,Davenport
1813170,STR-2106-HZJRVM,M5V,10.0,Spadina-Fort York
1813171,STR-2106-FFTDVB,M4L,14.0,Toronto-Danforth
1813172,STR-2106-FMZDVC,M5V,10.0,Spadina-Fort York
1813173,STR-2106-HCGDVJ,M5V,10.0,Spadina-Fort York
1813174,STR-2106-HKMDVK,M4S,12.0,Toronto-St. Paul's
1813175,STR-2106-FWWRVD,M5V,10.0,Spadina-Fort York
1813176,STR-2106-GFCRVF,M5J,10.0,Spadina-Fort York
1813177,STR-2106-GMJRVG,M6N,5.0,York South-Weston
1813178,STR-2106-GVQRVH,M8W,3.0,Etobicoke-Lakeshore
1813179,STR-2106-HTJRVL,M6G,12.0,Toronto-St. Paul's
1813180,STR-2106-FGZDVB,M4E,19.0,Beaches-East York
1813181,STR-2106-FYCRVD,M5H,10.0,Spadina-Fort York
1813182,STR-2106-GGJRVF,M5R,11.0,University-Rosedale
1813183,STR-2106-HVQRVL,M5V,10.0,Spadina-Fort York
1813184,STR-2106-GGZDVF,M5V,10.0,Spadina-Fort York
1813185,STR-2106-HFTDVJ,M5A,13.0,Toronto Centre
1813186,STR-2106-HMZDVK,M5J,10.0,Spadina-Fort York
1813187,STR-2106-FJWRVB,M4C,19.0,Beaches-East York
1813188,STR-2106-FZJRVD,M6K,10.0,Spadina-Fort York
1813189,STR-2106-GQWRVG,M5V,10.0,Spadina-Fort York
1813190,STR-2106-GYCRVH,M5V,10.0,Spadina-Fort York
1813191,STR-2106-HGJRVJ,M5V,10.0,Spadina-Fort York
1813192,STR-2106-HWWRVL,M4L,19.0,Beaches-East York
1813193,STR-2106-JFCRVM,M5G,11.0,University-Rosedale
1813194,STR-2106-FKMDVB,M5J,10.0,Spadina-Fort York
1813195,STR-2106-FZZDVD,M6P,4.0,Parkdale-High Park
1813196,STR-2106-GJGDVF,M6G,11.0,University-Rosedale
1813197,STR-2106-GRMDVG,M8V,3.0,Etobicoke-Lakeshore
1813198,STR-2106-HGZDVJ,M6M,5.0,York South-Weston
1813199,STR-2106-HQGDVK,M1P,21.0,Scarborough Centre
1813200,STR-2106-HXMDVL,M5J,10.0,Spadina-Fort York
1813201,STR-2106-JFTDVM,M4Y,13.0,Toronto Centre
1813202,STR-2106-FTJRVC,M3N,7.0,Humber River-Black Creek
1813203,STR-2106-HHQRVJ,M4K,14.0,Toronto-Danforth
1813204,STR-2106-JGJRVM,M1C,25.0,Scarborough-Rouge Park
1813205,STR-2106-FLTDVB,M2J,17.0,Don Valley North
1813206,STR-2106-GSTDVG,M4E,19.0,Beaches-East York
1813207,STR-2106-GZZDVH,M5V,10.0,Spadina-Fort York
1813208,STR-2106-FVBPHD,M5N,8.0,Eglinton-Lawrence
1813209,STR-2106-FFFBHB,M5J,10.0,Spadina-Fort York
1813210,STR-2106-FMLBHC,M5J,10.0,Spadina-Fort York
1813211,STR-2106-GLFBHG,M6G,11.0,University-Rosedale
1813212,STR-2106-FFVPHB,M5J,10.0,Spadina-Fort York
1813213,STR-2106-FPBPHC,M4Y,13.0,Toronto Centre
1813214,STR-2106-GDPPHF,M6A,8.0,Eglinton-Lawrence
1813215,STR-2106-GLVPHG,M5J,10.0,Spadina-Fort York
1813216,STR-2106-HCHPHJ,M5V,10.0,Spadina-Fort York
1813217,STR-2106-HKPPHK,M5R,11.0,University-Rosedale
